ticker,asset_type,security_type,accounting_profile,issuer_name,cnpj,cvm_code,sector,industry,status
ROMI3F,stock,stock,non_financial,ROMI S.A.,56720428000163,7510,Producer Manufacturing,,active
RPAD3,stock,stock,bank,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,Bancos,active
RPAD3F,stock,stock,non_financial,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,,active
RPAD5,stock,stock,non_financial,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,,active
RPAD5F,stock,stock,non_financial,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,,active
RPAD6,stock,stock,non_financial,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,,active
RPAD6F,stock,stock,non_financial,ALFA HOLDINGS S.A.,17167396000169,9954,Finance,,active
RSUL4,stock,stock,non_financial,METALURGICA RIOSULENSE SA,85778074000106,13439,Producer Manufacturing,,active
RSUL4F,stock,stock,non_financial,METALURGICA RIOSULENSE SA,85778074000106,13439,Producer Manufacturing,,active
RVEE3,stock,stock,non_financial,REVEE S.A.,52841191000118,27650,Miscellaneous,,active
RVEE3F,stock,stock,non_financial,REVEE S.A.,52841191000118,27650,Miscellaneous,,active
SANB11,stock,unit,bank,BANCO SANTANDER (BRASIL) S.A.,90400888000142,20532,Finance,Bancos,active
SANB3,stock,stock,bank,BANCO SANTANDER (BRASIL) S.A.,90400888000142,20532,Finance,Bancos,active
SAPR3,stock,stock,non_financial,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,76484013000145,18627,Utilities,Água e Saneamento,active
SAUD3,stock,stock,non_financial,BRADSAÚDE S.A.,58119199000151,20125,Health Services,Serviços Médicos,active
SBFG3,stock,stock,non_financial,GRUPO SBF S.A.,13217485000111,24694,Retail Trade,Produtos Diversos,active
SBFG3F,stock,stock,non_financial,GRUPO SBF S.A.,13217485000111,24694,Retail Trade,,active
SBSP3,stock,stock,non_financial,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,43776517000180,14443,Utilities,Água e Saneamento,active
SCAR3,stock,stock,non_financial,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,29780061000109,13781,Finance,Exploração de Imóveis,active
SCAR3F,stock,stock,non_financial,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,29780061000109,13781,Finance,,active
SEER3,stock,stock,non_financial,SER EDUCACIONAL S.A.,04986320000113,23221,Consumer Services,Serviços Educacionais,active
SEER3F,stock,stock,non_financial,SER EDUCACIONAL S.A.,04986320000113,23221,Consumer Services,,active
SHOW3,stock,stock,non_financial,T4F ENTRETENIMENTO SA,02860694000162,22454,Consumer Services,Produção de Eventos e Shows,active
SHOW3F,stock,stock,non_financial,T4F ENTRETENIMENTO SA,02860694000162,22454,Consumer Services,,active
SHUL4,stock,stock,non_financial,SCHULZ SA,84693183000168,14664,Producer Manufacturing,,active
SHUL4F,stock,stock,non_financial,SCHULZ SA,84693183000168,14664,Producer Manufacturing,,active
SIMH3,stock,stock,non_financial,SIMPAR S.A.,07415333000120,25003,Transportation,Holdings Diversificadas,active
SIMH3F,stock,stock,non_financial,SIMPAR S.A.,07415333000120,25003,Transportation,,active
SLCE3,stock,stock,non_financial,SLC AGRICOLA SA,89096457000155,20745,Process Industries,Agricultura,active
SLCE3F,stock,stock,non_financial,SLC AGRICOLA SA,89096457000155,20745,Process Industries,,active
SMFT3,stock,stock,non_financial,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07594978000178,24260,Consumer Services,Atividades Esportivas,active
SMFT3F,stock,stock,non_financial,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07594978000178,24260,Consumer Services,,active
SMTO3,stock,stock,non_financial,SÃO MARTINHO SA,51466860000156,20516,Process Industries,Açúcar e Álcool,active
SOJA3,stock,stock,non_financial,BOA SAFRA SEMENTES S.A,10807374000177,25704,Process Industries,Agricultura,active
SOJA3F,stock,stock,non_financial,BOA SAFRA SEMENTES S.A,10807374000177,25704,Process Industries,,active
SOND5,stock,stock,non_financial,SONDOTECNICA ENGENHARIA SOLOS S.A.,33386210000119,10880,Industrial Services,,active
SOND5F,stock,stock,non_financial,SONDOTECNICA ENGENHARIA SOLOS S.A.,33386210000119,10880,Industrial Services,,active
SOND6F,stock,stock,non_financial,SONDOTECNICA ENGENHARIA SOLOS S.A.,33386210000119,10880,Industrial Services,,active
SUZB3,stock,stock,non_financial,SUZANO S.A.,16404287000155,13986,Process Industries,Papel e Celulose,active
SUZB3F,stock,stock,non_financial,SUZANO S.A.,16404287000155,13986,Process Industries,,active
SYNE3,stock,stock,non_financial,SYN PROP & TECH S.A.,08801621000186,21040,Finance,Exploração de Imóveis,active
TAEE11,stock,unit,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,Energia Elétrica,active
TAEE11F,stock,stock,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,,active
TAEE3,stock,stock,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,Energia Elétrica,active
TAEE3F,stock,stock,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,,active
TAEE4,stock,stock,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,,active
TAEE4F,stock,stock,non_financial,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,07859971000130,20257,Industrial Services,,active
TASA3,stock,stock,non_financial,TAURUS ARMAS S.A.,92781335000102,6173,Electronic Technology,Armas e Munições,active
TASA3F,stock,stock,non_financial,TAURUS ARMAS S.A.,92781335000102,6173,Electronic Technology,,active
TASA4,stock,stock,non_financial,TAURUS ARMAS S.A.,92781335000102,6173,Electronic Technology,,active
TASA4F,stock,stock,non_financial,TAURUS ARMAS S.A.,92781335000102,6173,Electronic Technology,,active
TCSA3,stock,stock,non_financial,TECNISA S/A,08065557000112,20435,Finance,Incorporações,active
TCSA3F,stock,stock,non_financial,TECNISA S/A,08065557000112,20435,Finance,,active
TECN3,stock,stock,non_financial,TECHNOS SA,09295063000197,22519,Consumer Durables,Acessórios,active
TECN3F,stock,stock,non_financial,TECHNOS SA,09295063000197,22519,Consumer Durables,,active
TELB3,stock,stock,non_financial,TELEC. BRASILEIRAS S.A. - TELEBRÁS,00336701000104,11258,Communications,Telecomunicações,active
TEND3,stock,stock,non_financial,CONSTRUTORA TENDA S/A,71476527000135,21148,Finance,Incorporações,active
TEND3F,stock,stock,non_financial,CONSTRUTORA TENDA S/A,71476527000135,21148,Finance,,active
TFCO4,stock,stock,non_financial,TRACK & FIELD CO S.A,59418806000147,25208,Retail Trade,Vestuário,active
TFCO4F,stock,stock,non_financial,TRACK & FIELD CO S.A,59418806000147,25208,Retail Trade,,active
TGMA3,stock,stock,non_financial,TEGMA GESTÃO LOGÍSTICA SA,02351144000118,20800,Transportation,Transporte Rodoviário,active
TIMS3,stock,stock,non_financial,TIM S.A.,02421421000111,24929,Communications,Telecomunicações,active
TIMS3F,stock,stock,non_financial,TIM S.A.,02421421000111,24929,Communications,,active
TOKY3,stock,stock,non_financial,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,31553627000101,25461,Technology Services,Comércio (Atacado e Varejo),active
TOTS3,stock,stock,non_financial,TOTVS S.A,53113791000122,19992,Technology Services,Programas e Serviços,active
TOTS3F,stock,stock,non_financial,TOTVS S.A,53113791000122,19992,Technology Services,,active
TPIS3,stock,stock,non_financial,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,03014553000191,19330,Transportation,Exploração de Rodovias,active
TRIS3,stock,stock,non_financial,TRISUL S/A,08811643000127,21130,Consumer Durables,Incorporações,active
TRIS3F,stock,stock,non_financial,TRISUL S/A,08811643000127,21130,Consumer Durables,,active
TTEN3,stock,stock,non_financial,TRÊS TENTOS AGROINDUSTRIAL S.A.,94813102000170,25950,Commercial Services,Agricultura,active
TTEN3F,stock,stock,non_financial,TRÊS TENTOS AGROINDUSTRIAL S.A.,94813102000170,25950,Commercial Services,,active
TUPY3,stock,stock,non_financial,TUPY SA,84683374000149,6343,Producer Manufacturing,Material Rodoviário,active
TUPY3F,stock,stock,non_financial,TUPY SA,84683374000149,6343,Producer Manufacturing,,active
UCAS3,stock,stock,non_financial,UNICASA INDÚSTRIA DE MÓVEIS S.A.,90441460000148,22780,Consumer Durables,Móveis,active
UCAS3F,stock,stock,non_financial,UNICASA INDÚSTRIA DE MÓVEIS S.A.,90441460000148,22780,Consumer Durables,,active
UGPA3,stock,stock,non_financial,ULTRAPAR PARTICIPAÇÕES SA,33256439000139,18465,Retail Trade,"Exploração, Refino e Distribuição",active
UNIP3,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,Químicos Diversos,active
UNIP3F,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,,active
UNIP5,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,,active
UNIP5F,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,,active
UNIP6,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,,active
UNIP6F,stock,stock,non_financial,UNIPAR CARBOCLORO S.A.,33958695000178,11592,Process Industries,,active
USIM3,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,Siderurgia,active
USIM3F,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,,active
USIM5,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,Siderurgia,active
USIM5F,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,,active
USIM6,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,,active
USIM6F,stock,stock,non_financial,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,60894730000105,14320,Non-Energy Minerals,,active
VALE3,stock,stock,non_financial,VALE S.A.,33592510000154,4170,Non-Energy Minerals,Mineração de Minerais Metálicos,active
VALE3F,stock,stock,non_financial,VALE S.A.,33592510000154,4170,Non-Energy Minerals,,active
VAMO3,stock,stock,non_financial,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",23373000000132,24716,Finance,Aluguel de Carros,active
VBBR3,stock,stock,non_financial,VIBRA ENERGIA S/A,34274233000102,24295,Retail Trade,"Exploração, Refino e Distribuição",active
VBBR3F,stock,stock,non_financial,VIBRA ENERGIA S/A,34274233000102,24295,Retail Trade,,active
VITT3,stock,stock,non_financial,VITTIA S.A.,45365558000109,25763,Process Industries,Fertilizantes e Defensivos,active
VITT3F,stock,stock,non_financial,VITTIA S.A.,45365558000109,25763,Process Industries,,active
VIVA3,stock,stock,non_financial,VIVARA PARTICIPAÇÕES S.A.,33839910000111,24805,Consumer Durables,Acessórios,active
VIVR3,stock,stock,non_financial,VIVER INCORPORADORA E CONSTRUTORA S.A,67571414000141,20702,Consumer Durables,Incorporações,active
VIVR3F,stock,stock,non_financial,VIVER INCORPORADORA E CONSTRUTORA S.A,67571414000141,20702,Consumer Durables,,active
VIVT3,stock,stock,non_financial,TELEFÔNICA BRASIL S.A.,02558157000162,17671,Communications,Telecomunicações,active
VIVT3F,stock,stock,non_financial,TELEFÔNICA BRASIL S.A.,02558157000162,17671,Communications,,active
VLID3,stock,stock,non_financial,VALID SOLUÇÕES S.A.,33113309000147,20028,Commercial Services,Serviços Diversos,active
VLID3F,stock,stock,non_financial,VALID SOLUÇÕES S.A.,33113309000147,20028,Commercial Services,,active
VSTE3,stock,stock,non_financial,VESTE SA ESTILO,49669856000143,21440,Consumer Non-Durables,Tecidos. Vestuário e Calçados,active
VSTE3F,stock,stock,non_financial,VESTE SA ESTILO,49669856000143,21440,Consumer Non-Durables,,active
VTRU3,stock,stock,non_financial,VITRU EDUCAÇÃO S.A.,20512706000140,27057,Commercial Services,Serviços Educacionais,active
VTRU3F,stock,stock,non_financial,VITRU EDUCAÇÃO S.A.,20512706000140,27057,Commercial Services,,active
VULC3,stock,stock,non_financial,VULCABRAS S.A.,50926955000142,11762,Consumer Non-Durables,Calçados,active
VULC3F,stock,stock,non_financial,VULCABRAS S.A.,50926955000142,11762,Consumer Non-Durables,,active
VVEO3,stock,stock,non_financial,CM HOSPITALAR S.A,12420164000157,25682,Distribution Services,Medicamentos e Outros Produtos,active
VVEO3F,stock,stock,non_financial,CM HOSPITALAR S.A,12420164000157,25682,Distribution Services,,active
WDCN3,stock,stock,non_financial,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,05917486000140,25895,Distribution Services,Comércio (Atacado e Varejo),active
WEGE3,stock,stock,non_financial,WEG SA,84429695000111,5410,Producer Manufacturing,Máquinas e Equipamentos,active
WEGE3F,stock,stock,non_financial,WEG SA,84429695000111,5410,Producer Manufacturing,,active
WEST3,stock,stock,non_financial,WESTWING COMÉRCIO VAREJISTA S.A.,14776142000150,25518,Retail Trade,Móveis,active
WHRL3,stock,stock,non_financial,WHIRLPOOL S.A,59105999000186,14346,Consumer Durables,Eletrodomésticos,active
WHRL3F,stock,stock,non_financial,WHIRLPOOL S.A,59105999000186,14346,Consumer Durables,,active
WHRL4,stock,stock,non_financial,WHIRLPOOL S.A,59105999000186,14346,Consumer Durables,,active
WHRL4F,stock,stock,non_financial,WHIRLPOOL S.A,59105999000186,14346,Consumer Durables,,active
WIZC3,stock,stock,non_financial,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,42278473000103,23590,Finance,Corretoras de Seguros e Resseguros,active
WIZC3F,stock,stock,non_financial,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,42278473000103,23590,Finance,,active
WLMM3,stock,stock,non_financial,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,33228024000151,11070,Distribution Services,Material de Transporte,active
WLMM3F,stock,stock,non_financial,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,33228024000151,11070,Distribution Services,,active
WLMM4,stock,stock,non_financial,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,33228024000151,11070,Distribution Services,,active
WLMM4F,stock,stock,non_financial,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,33228024000151,11070,Distribution Services,,active
YDUQ3,stock,stock,non_financial,YDUQS PARTICIPACOES S.A.,08807432000110,21016,Commercial Services,Serviços Educacionais,active
YDUQ3F,stock,stock,non_financial,YDUQS PARTICIPACOES S.A.,08807432000110,21016,Commercial Services,,active
